Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0,0,0,0,0,0,1,6,167.95000000000002,0.145,1.1,1.591,39.1,89.79,8,980.0
2017,1,1,0,30,0,0,0,0,0,0,1,6,170.0,0.145,1.1,1.666,39.1,96.11,7,980.0
2017,1,1,1,0,0,0,0,0,0,0,1,7,168.08,0.145,1.1,1.742,52.1,100.0,7,980.0
2017,1,1,1,30,0,0,0,0,0,0,1,7,163.53,0.145,1.1,1.805,52.1,100.0,7,980.0
2017,1,1,2,0,0,0,0,0,0,0,1,7,157.93,0.145,1.1,1.868,61.6,100.0,7,980.0
2017,1,1,2,30,0,0,0,0,0,0,1,7,151.91,0.145,1.0,1.932,61.6,100.0,7,980.0
2017,1,1,3,0,0,0,0,0,0,0,1,7,145.72,0.145,1.0,1.996,70.2,100.0,7,980.0
2017,1,1,3,30,0,0,0,0,0,0,1,7,139.46,0.145,0.9,2.058,70.2,100.0,7,980.0
2017,1,1,4,0,0,0,0,0,0,0,1,7,133.17000000000002,0.145,0.9,2.121,78.7,100.0,7,980.0
2017,1,1,4,30,0,0,0,0,0,0,1,7,126.89,0.145,0.8,2.166,78.7,100.0,7,980.0
2017,1,1,5,0,0,0,0,0,0,0,3,8,120.65,0.145,0.7000000000000001,2.211,87.4,100.0,7,980.0
2017,1,1,5,30,0,0,0,0,0,0,4,8,114.47,0.145,0.5,2.242,87.4,100.0,7,980.0
2017,1,1,6,0,0,0,0,0,0,0,4,8,108.37,0.145,0.4,2.274,86.10000000000001,100.0,8,980.0
2017,1,1,6,30,0,0,0,0,0,0,4,8,102.38,0.145,0.2,2.313,86.10000000000001,100.0,8,980.0
2017,1,1,7,0,0,0,0,0,0,0,8,8,96.52,0.145,0.1,2.353,41.6,100.0,8,980.0
2017,1,1,7,30,0,0,0,0,0,0,4,8,90.82000000000001,0.145,0.30000000000000004,2.392,41.6,100.0,8,980.0
2017,1,1,8,0,12,0,12,27,287,51,4,9,85.33,0.145,0.5,2.431,313.6,100.0,9,980.0
2017,1,1,8,30,32,0,32,47,491,131,4,9,80.09,0.145,0.5,2.452,313.6,95.15,10,980.0
2017,1,1,9,0,52,0,52,62,603,216,4,9,75.15,0.145,0.6000000000000001,2.474,336.5,93.32000000000001,11,980.0
2017,1,1,9,30,73,0,73,72,686,300,4,9,70.58,0.145,0.5,2.471,336.5,87.37,11,980.0
2017,1,1,10,0,46,0,46,79,741,376,8,10,66.46000000000001,0.145,0.4,2.468,94.9,87.51,12,980.0
2017,1,1,10,30,81,0,81,85,781,441,8,10,62.88,0.145,0.6000000000000001,2.473,94.9,81.98,13,980.0
