Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2012,1,1,0,0,0,0,0,0,0,0,0,0,168.05,0.152,6.800000000000001,0.65,348.6,58.29,8,990.0
2012,1,1,0,30,0,0,0,0,0,0,0,0,170.07,0.152,6.300000000000001,0.619,348.6,62.45,7,990.0
2012,1,1,1,0,0,0,0,0,0,0,0,0,168.09,0.152,5.9,0.589,347.6,67.46000000000001,6,990.0
2012,1,1,1,30,0,0,0,0,0,0,1,0,163.51,0.152,5.7,0.552,347.6,72.34,5,1000.0
2012,1,1,2,0,0,0,0,0,0,0,1,0,157.89000000000001,0.152,5.5,0.516,345.6,73.25,5,1000.0
2012,1,1,2,30,0,0,0,0,0,0,0,0,151.87,0.152,5.1000000000000005,0.491,345.6,73.28,4,1000.0
2012,1,1,3,0,0,0,0,0,0,0,0,0,145.68,0.152,4.7,0.466,342.5,73.25,4,1000.0
2012,1,1,3,30,0,0,0,0,0,0,0,0,139.41,0.152,4.2,0.459,342.5,78.58,4,1000.0
2012,1,1,4,0,0,0,0,0,0,0,0,0,133.12,0.152,3.8000000000000003,0.453,339.1,77.95,4,1000.0
2012,1,1,4,30,0,0,0,0,0,0,0,0,126.84,0.152,3.4000000000000004,0.454,339.1,83.67,3,1000.0
2012,1,1,5,0,0,0,0,0,0,0,0,0,120.60000000000001,0.152,3.1,0.455,337.40000000000003,82.26,3,1000.0
2012,1,1,5,30,0,0,0,0,0,0,0,0,114.43,0.152,2.9000000000000004,0.455,337.40000000000003,88.36,2,1000.0
2012,1,1,6,0,0,0,0,0,0,0,0,0,108.33,0.152,2.8000000000000003,0.456,338.40000000000003,86.43,2,1000.0
2012,1,1,6,30,0,0,0,0,0,0,0,0,102.34,0.152,2.7,0.456,338.40000000000003,86.48,2,1000.0
2012,1,1,7,0,0,0,0,0,0,0,0,0,96.49000000000001,0.152,2.7,0.456,341.1,85.04,2,1000.0
2012,1,1,7,30,0,0,0,0,0,0,0,0,90.79,0.152,3.2,0.457,341.1,79.26,3,1000.0
2012,1,1,8,0,24,474,63,24,474,63,0,0,85.31,0.152,3.7,0.459,339.90000000000003,74.79,4,1000.0
2012,1,1,8,30,38,671,153,38,671,153,0,0,80.07000000000001,0.152,3.8000000000000003,0.462,339.90000000000003,69.78,5,1000.0
2012,1,1,9,0,47,783,248,47,783,248,0,0,75.14,0.152,4.0,0.465,347.40000000000003,64.61,6,1000.0
2012,1,1,9,30,54,853,337,54,853,337,0,0,70.58,0.152,4.4,0.47200000000000003,347.40000000000003,60.34,7,1000.0
2012,1,1,10,0,59,899,418,59,899,418,0,0,66.47,0.152,4.800000000000001,0.47900000000000004,2.9000000000000004,50.730000000000004,9,1000.0
2012,1,1,10,30,62,932,487,62,932,487,0,0,62.9,0.152,4.6000000000000005,0.492,2.9000000000000004,47.44,10,1000.0
2012,1,1,11,0,66,951,542,66,951,542,0,0,59.980000000000004,0.152,4.4,0.505,0.2,44.32,11,1000.0
2012,1,1,11,30,68,965,582,68,965,582,1,0,57.79,0.152,4.2,0.522,0.2,44.31,11,1000.0
2012,1,1,12,0,69,973,607,69,973,607,0,0,56.44,0.152,4.1000000000000005,0.54,353.90000000000003,41.75,12,1000.0
2012,1,1,12,30,69,975,615,69,975,615,0,0,55.97,0.152,4.1000000000000005,0.554,353.90000000000003,41.75,12,1000.0
2012,1,1,13,0,69,970,606,69,970,606,0,0,56.410000000000004,0.152,4.1000000000000005,0.5690000000000001,349.1,39.0,13,1000.0
2012,1,1,13,30,68,962,581,68,962,581,0,0,57.74,0.152,4.1000000000000005,0.5710000000000001,349.1,39.0,13,1000.0
2012,1,1,14,0,66,947,541,66,947,541,0,0,59.9,0.152,4.1000000000000005,0.5740000000000001,346.3,38.800000000000004,13,1000.0
2012,1,1,14,30,63,925,486,63,925,486,0,0,62.800000000000004,0.152,4.0,0.5670000000000001,346.3,38.81,12,1000.0
2012,1,1,15,0,63,880,416,63,880,416,0,0,66.35,0.152,4.0,0.561,345.0,38.43,12,1000.0
2012,1,1,15,30,58,831,336,58,831,336,0,0,70.44,0.152,3.3000000000000003,0.556,345.0,41.03,11,1000.0
2012,1,1,16,0,51,759,247,51,759,247,0,0,74.99,0.152,2.7,0.551,344.0,49.39,11,1000.0
2012,1,1,16,30,41,644,153,41,644,153,0,0,79.91,0.152,2.3000000000000003,0.55,344.0,56.45,9,1000.0
2012,1,1,17,0,26,443,63,26,443,63,0,1,85.14,0.152,1.9000000000000001,0.549,342.0,67.89,7,1000.0
2012,1,1,17,30,0,0,0,0,0,0,0,1,90.62,0.152,2.0,0.552,342.0,72.73,6,1000.0
2012,1,1,18,0,0,0,0,0,0,0,0,0,96.31,0.152,2.2,0.556,342.0,69.48,5,1000.0
2012,1,1,18,30,0,0,0,0,0,0,0,0,102.16,0.152,2.2,0.5650000000000001,342.0,74.48,5,1000.0
