Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2011,1,1,0,0,0,0,0,0,0,0,0,-4,168.02,0.159,2.6,1.028,14.0,64.27,2,990.0
2011,1,1,0,30,0,0,0,0,0,0,1,-4,170.05,0.159,2.9000000000000004,1.042,14.0,69.07000000000001,1,990.0
2011,1,1,1,0,0,0,0,0,0,0,0,-4,168.09,0.159,3.3000000000000003,1.056,5.300000000000001,68.67,1,990.0
2011,1,1,1,30,0,0,0,0,0,0,4,-4,163.52,0.159,3.7,1.085,5.300000000000001,68.71000000000001,0,990.0
2011,1,1,2,0,0,0,0,0,0,0,4,-4,157.9,0.159,4.1000000000000005,1.114,3.2,67.64,0,990.0
2011,1,1,2,30,0,0,0,0,0,0,4,-4,151.89000000000001,0.159,4.1000000000000005,1.173,3.2,72.74,0,990.0
2011,1,1,3,0,0,0,0,0,0,0,4,-4,145.69,0.159,4.1000000000000005,1.232,2.8000000000000003,70.89,0,990.0
2011,1,1,3,30,0,0,0,0,0,0,4,-4,139.42000000000002,0.159,4.0,1.276,2.8000000000000003,70.91,0,990.0
2011,1,1,4,0,0,0,0,0,0,0,4,-5,133.13,0.159,4.0,1.321,1.1,68.14,0,990.0
2011,1,1,4,30,0,0,0,0,0,0,4,-5,126.86,0.159,3.8000000000000003,1.314,1.1,68.16,0,990.0
2011,1,1,5,0,0,0,0,0,0,0,0,-5,120.62,0.159,3.7,1.307,0.6000000000000001,71.43,-1,990.0
2011,1,1,5,30,0,0,0,0,0,0,0,-5,114.44,0.159,3.6,1.25,0.6000000000000001,71.46000000000001,-1,990.0
2011,1,1,6,0,0,0,0,0,0,0,0,-5,108.34,0.159,3.6,1.193,359.5,69.62,-1,990.0
2011,1,1,6,30,0,0,0,0,0,0,0,-5,102.35000000000001,0.159,3.7,1.115,359.5,69.66,-1,990.0
2011,1,1,7,0,0,0,0,0,0,0,4,-6,96.5,0.159,3.8000000000000003,1.038,355.70000000000005,65.36,-2,990.0
2011,1,1,7,30,0,0,0,0,0,0,4,-6,90.8,0.159,4.1000000000000005,0.9590000000000001,355.70000000000005,65.39,-1,990.0
2011,1,1,8,0,29,332,56,29,332,56,0,-8,85.32000000000001,0.159,4.5,0.881,355.6,56.38,-1,990.0
2011,1,1,8,30,47,551,142,47,551,142,4,-8,80.08,0.159,4.5,0.804,355.6,52.45,0,990.0
2011,1,1,9,0,56,709,238,56,709,238,0,-10,75.14,0.159,4.6000000000000005,0.727,356.90000000000003,44.51,0,990.0
2011,1,1,9,30,64,793,328,64,793,328,0,-10,70.58,0.159,4.5,0.659,356.90000000000003,44.52,0,1000.0
2011,1,1,10,0,67,864,412,67,864,412,0,-12,66.47,0.159,4.5,0.592,356.1,36.910000000000004,0,1000.0
2011,1,1,10,30,72,904,484,72,904,484,0,-12,62.9,0.159,4.4,0.534,356.1,36.910000000000004,1,1000.0
