Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,703891,-,-,-,32.97,-96.74,-6,199,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2014,1,1,0,0,0,0,0,0,0,0,0,0,167.99,0.151,2.8000000000000003,0.923,180.60000000000002,95.68,0,990.0
2014,1,1,0,30,0,0,0,0,0,0,0,0,170.03,0.151,2.8000000000000003,0.9400000000000001,180.60000000000002,100.0,0,990.0
2014,1,1,1,0,0,0,0,0,0,0,0,0,168.09,0.151,2.9000000000000004,0.9570000000000001,183.60000000000002,100.0,0,990.0
2014,1,1,1,30,0,0,0,0,0,0,0,0,163.52,0.151,2.9000000000000004,0.97,183.60000000000002,100.0,0,990.0
2014,1,1,2,0,0,0,0,0,0,0,0,0,157.92000000000002,0.151,2.9000000000000004,0.983,184.0,100.0,0,990.0
2014,1,1,2,30,0,0,0,0,0,0,0,0,151.9,0.151,2.9000000000000004,1.0,184.0,100.0,0,990.0
2014,1,1,3,0,0,0,0,0,0,0,0,0,145.71,0.151,2.9000000000000004,1.016,183.5,100.0,0,990.0
2014,1,1,3,30,0,0,0,0,0,0,0,0,139.44,0.151,3.0,1.037,183.5,100.0,0,990.0
2014,1,1,4,0,0,0,0,0,0,0,0,0,133.15,0.151,3.3000000000000003,1.057,182.70000000000002,100.0,0,990.0
2014,1,1,4,30,0,0,0,0,0,0,0,0,126.87,0.151,3.5,1.076,182.70000000000002,100.0,0,990.0
2014,1,1,5,0,0,0,0,0,0,0,0,0,120.63,0.151,3.8000000000000003,1.096,179.4,100.0,0,990.0
