Average Model,292.4665497
SARIMAX Model,403.9057148
VAR(55) Model,283.6606763
AR(55) Model,284.6643743
sklearn GBM,189.6060951
R GBM,194.0732
Spark Mlib,
10K GBM,189.20749610443002
