,"SARIMAX(4,1,2)(0,0,0,48) Predictions",VAR(55),AR(55),Test_Sample
2018-03-30 12:30:00,497.554511838353,207.31547732412233,207.03653295688997,940.0
2018-03-30 13:00:00,509.6805695996157,207.31547703644554,207.03653296137293,931.0
2018-03-30 13:30:00,518.7750984651617,207.31547676360034,207.0365329660222,905.0
2018-03-30 14:00:00,524.8381562565952,207.31547652316777,207.03653297075775,863.0
2018-03-30 14:30:00,524.8381562565952,207.31547630628447,207.03653297549823,805.0
2018-03-30 15:00:00,524.8381562565952,207.31547612953813,207.03653298016235,732.0
2018-03-30 15:30:00,518.7750984651617,207.31547598298295,207.0365329846703,647.0
2018-03-30 16:00:00,512.7120984953325,207.31547588197066,207.03653298894508,551.0
2018-03-30 16:30:00,494.52298294263625,207.31547581527016,207.03653299291392,445.0
2018-03-30 17:00:00,476.33386738993994,207.31547579683883,207.03653299650938,335.0
2018-03-30 17:30:00,476.33386738993994,207.31547581404732,207.0365329996706,222.0
2018-03-30 18:00:00,364.16773191045183,207.31547587939372,207.0365330023443,115.0
2018-03-30 18:30:00,333.85255859649277,207.31547597883542,207.03653300448565,29.0
2018-03-30 19:00:00,306.5688852674483,207.31547612344463,207.036533006059,0.0
2018-03-30 19:30:00,294.4428275061856,207.31547629784728,207.03653300703857,0.0
2018-03-30 20:00:00,282.31676974492285,207.31547651181936,207.03653300740882,0.0
2018-03-30 20:30:00,276.2537119534893,207.31547674882887,207.03653300716465,0.0
2018-03-30 21:00:00,267.1591830879433,207.31547701757103,207.0365330063115,0.0
2018-03-30 21:30:00,258.06462531159514,207.3154773006101,207.03653300486528,0.0
2018-03-30 22:00:00,252.0015964309638,207.31547760584752,207.036533002852,0.0
2018-03-30 22:30:00,245.93853863953024,207.31547791525907,207.03653300030734,0.0
2018-03-30 23:00:00,236.84400977398428,207.31547823629168,207.03653299727605,0.0
2018-03-30 23:30:00,230.78095198255068,207.31547855068916,207.0365329938111,0.0
2018-03-31 00:00:00,224.71792310191933,207.3154788658107,207.0365329899728,0.0
2018-03-31 00:30:00,221.68642311700472,207.31547916353955,207.03653298582773,0.0
2018-03-31 01:00:00,218.65489422128798,207.3154794515185,207.0365329814476,0.0
2018-03-31 01:30:00,218.65489422128798,207.315479712134,207.03653297690798,0.0
2018-03-31 02:00:00,218.65489422128798,207.31547995366026,207.03653297228703,0.0
2018-03-31 02:30:00,215.62336532557117,207.31548015931523,207.03653296766416,0.0
2018-03-31 03:00:00,212.59186534065657,207.31548033830828,207.03653296311862,0.0
2018-03-31 03:30:00,206.52883646002522,207.3154804749607,207.0365329587282,0.0
2018-03-31 04:00:00,200.46577866859167,207.3154805796539,207.03653295456783,0.0
2018-03-31 04:30:00,194.40274978796026,207.31548063801046,207.03653295070836,0.0
2018-03-31 05:00:00,188.3397209073289,207.315480661739,207.03653294721536,0.0
2018-03-31 05:30:00,191.37124980304566,207.31548063787258,207.03653294414792,0.0
2018-03-31 06:00:00,197.43427868367706,207.3154805795092,207.0365329415578,0.0
2018-03-31 06:30:00,230.78095198255068,207.31548047510765,207.03653293948838,24.0
2018-03-31 07:00:00,267.1591830879433,207.31548033912162,207.03653293797407,104.0
2018-03-31 07:30:00,315.66344304379646,207.31548016135406,207.0365329370397,207.0
2018-03-31 08:00:00,367.19923189536644,207.3154799574878,207.03653293670007,313.0
2018-03-31 08:30:00,418.73504965773856,207.315479718498,207.0365329369598,428.0
2018-03-31 09:00:00,467.239338524394,207.3154794610842,207.03653293781312,532.0
2018-03-31 09:30:00,497.554511838353,207.31547917714607,207.03653293924424,619.0
2018-03-31 10:00:00,530.9011562264244,207.31547888411816,207.03653294122742,670.0
2018-03-31 10:30:00,555.1533295705543,207.3154785745135,207.0365329437275,737.0
2018-03-31 11:00:00,576.373916197363,207.3154782661691,207.03653294670053,767.0
2018-03-31 11:30:00,594.5630317500593,207.31547795186322,207.0365329500946,806.0
2018-03-31 12:00:00,612.7521473027556,207.31547764947535,207.0365329538506,783.0
2018-03-31 12:30:00,624.8782050640183,207.31547735168337,207.03653295790343,886.0
2018-03-31 13:00:00,633.9727917511686,207.31547707604682,207.03653296218297,879.0
2018-03-31 13:30:00,637.0042628252811,207.31547681478781,207.0365329666154,789.0
2018-03-31 14:00:00,640.0357917209978,207.3154765848039,207.0365329711244,721.0
2018-03-31 14:30:00,646.0988495124315,207.31547637754025,207.03653297563247,607.0
2018-03-31 15:00:00,649.1303784081482,207.31547620893608,207.03653298006236,489.0
2018-03-31 15:30:00,643.0673206167146,207.31547606939364,207.03653298433827,392.0
2018-03-31 16:00:00,637.0042628252811,207.31547597366196,207.03653298838722,310.0
2018-03-31 16:30:00,621.8466761683015,207.31547591090663,207.03653299214025,245.0
2018-03-31 17:00:00,603.6576184372096,207.3154758945357,207.0365329955336,220.0
2018-03-31 17:30:00,603.6576184372096,207.31547591237148,207.03653299850987,193.0
2018-03-31 18:00:00,533.9326851221412,207.31547597642057,207.0365330010189,93.0
2018-03-31 18:30:00,515.7435695694448,207.31547607314866,207.03653300301863,23.0
2018-03-31 19:00:00,494.52298294263625,207.3154762131943,207.0365330044758,0.0
2018-03-31 19:30:00,482.39692518137343,207.31547638174678,207.03653300536664,0.0
2018-03-31 20:00:00,470.27080959850633,207.31547658820276,207.03653300567697,0.0
2018-03-31 20:30:00,461.1762807329604,207.31547681664296,207.03653300540267,0.0
2018-03-31 21:00:00,452.0817518674144,207.31547707543004,207.03653300454968,0.0
2018-03-31 21:30:00,439.9556362845473,207.31547734778158,207.03653300313383,0.0
2018-03-31 22:00:00,427.8295785232845,207.31547764130295,207.03653300118054,0.0
2018-03-31 22:30:00,415.7035207620218,207.31547793865255,207.03653299872443,0.0
2018-03-31 23:00:00,403.57746300075905,207.3154782470046,207.0365329958086,0.0
2018-03-31 23:30:00,394.4828763136087,207.31547854880034,207.03653299248404,0.0
2018-04-01 00:00:00,385.38834744806275,207.3154788511356,207.0365329888086,0.0
2018-04-01 00:30:00,379.3253185674314,207.3154791365913,207.036532984846,0.0
2018-04-01 01:00:00,373.2622896868,207.31547941254166,207.0365329806648,0.0
2018-04-01 01:30:00,370.23076079108324,207.31547966205568,207.0365329763371,0.0
2018-04-01 02:00:00,367.19923189536644,207.31547989311957,207.03653297193748,0.0
2018-04-01 02:30:00,367.19923189536644,207.3154800896056,207.03653296754143,0.0
2018-04-01 03:00:00,370.23076079108324,207.31548026040184,207.03653296322437,0.0
2018-04-01 03:30:00,364.16773191045183,207.31548039044407,207.0365329590601,0.0
2018-04-01 04:00:00,358.1047030298205,207.3154804897488,207.03653295511975,0.0
2018-04-01 04:30:00,355.0731741341037,207.31548054450386,207.03653295147038,0.0
2018-04-01 05:00:00,349.01014525347233,207.31548056600164,207.03653294817397,0.0
2018-04-01 05:30:00,352.04164523838693,207.31548054178566,207.0365329452863,0.0
2018-04-01 06:00:00,358.1047030298205,207.3154804844825,207.03653294285604,0.0
2018-04-01 06:30:00,379.3253185674314,207.31548038300394,207.0365329409239,5.0
2018-04-01 07:00:00,400.54593410504225,207.31548025127762,207.03653293952198,42.0
2018-04-01 07:30:00,430.86110741900137,207.31548007950377,207.0365329386732,31.0
2018-04-01 08:00:00,461.1762807329604,207.31547988278723,207.036532938391,41.0
2018-04-01 08:30:00,482.39692518137343,207.31547965245124,207.03653293867902,39.0
2018-04-01 09:00:00,503.6175118081822,207.3154794045729,207.03653293953113,72.0
2018-04-01 09:30:00,515.7435695694448,207.31547913135825,207.03653294093158,130.0
